Sequence	Annotation	Site begin	Site end	Site name	Overlapped symbols	Overlapped perc.	Partner overlapped perc.	Partner begin	Partner end	Partner name
-1	1	195075	195299	NP_0378A	225	100	100	195075	195299	NP_RS00965
-1	1	200340	200777	NP_0394A	438	100	100	200340	200777	NP_RS01010
-1	1	202443	202907	NP_0402A	465	100	100	202443	202907	NP_RS01030
-1	1	203241	205214	citB1	1974	100	100	203241	205214	NP_RS01035
-1	1	209283	210242	NP_0418A	960	100	100	209283	210242	NP_RS01070
-1	1	216903	217220	NP_0424A	318	100	100	216903	217220	NP_RS01100
-1	1	233439	233603	NP_0456A	165	100	74	233439	233660	NP_RS01180
-1	1	237702	238022	NP_0472A	321	100	100	237702	238022	NP_RS01220
-1	1	238701	242297	polD2	3597	100	100	238701	242297	NP_RS01230
-1	1	242313	242735	NP_0478A	423	100	100	242313	242735	NP_RS01235
-1	1	242814	242981	NP_0480A	0	0	0	-	-	
-1	1	247302	249545	hel308a	2244	100	100	247302	249545	NP_RS01265
-1	1	269331	271964	mutS1b	2634	100	100	269331	271964	NP_RS01375
-1	1	280185	280928	pcn	744	100	100	280185	280928	NP_RS01415
-1	1	281019	282569	dsa	1551	100	100	281019	282569	NP_RS01420
-1	1	283557	284681	oxdhA1	1125	100	100	283557	284681	NP_RS01430
-1	1	295590	296573	NP_0584A	984	100	100	295590	296573	NP_RS01495
-1	1	299964	300944	oapC	981	100	100	299964	300944	NP_RS01510
-1	1	309117	310814	NP_0608A	1698	100	100	309117	310814	NP_RS01555
-1	1	319698	321233	leuA2	1536	100	100	319698	321233	NP_RS01595
-1	1	324621	324977	NP_0628A	357	100	100	324621	324977	NP_RS01605
-1	1	327003	327464	NP_0640A	462	100	100	327003	327464	NP_RS01630
-1	1	327687	328562	hop	822	94	100	327687	328508	NP_RS01640
-1	1	335826	336257	NP_0656A	432	100	100	335826	336257	NP_RS01670
-1	1	336945	337997	degP	1053	100	100	336945	337997	NP_RS01680
-1	1	338049	338816	NP_0662A	768	100	100	338049	338816	NP_RS01685
-1	1	338904	339362	NP_0664A	459	100	100	338904	339362	NP_RS01690
-1	1	348507	348842	NP_0692A	336	100	100	348507	348842	NP_RS01760
-1	1	350664	352178	pheS	1515	100	100	350664	352178	NP_RS01770
-1	1	355488	356696	NP_0706A	1209	100	100	355488	356696	NP_RS01790
-1	1	364404	364691	NP_0720A	288	100	100	364404	364691	NP_RS01825
-1	1	366651	367310	NP_0728A	660	100	100	366651	367310	NP_RS01840
-1	1	367344	368858	NP_0730A	1515	100	100	367344	368858	NP_RS01845
-1	1	368952	369527	purO	576	100	100	368952	369527	NP_RS01850
-1	1	374646	376697	uvrB	2052	100	100	374646	376697	NP_RS01880
-1	1	376779	377594	abc27p	816	100	100	376779	377594	NP_RS01885
-1	1	378612	379997	aubA	1386	100	100	378612	379997	NP_RS01895
-1	1	389538	390401	NP_0770A	864	100	100	389538	390401	NP_RS01945
-1	1	391713	391859	NP_0778A	0	0	0	-	-	
-1	1	401157	402011	pabC	855	100	100	401157	402011	NP_RS02005
-1	1	402612	404102	pabB	1491	100	100	402612	404102	NP_RS02015
-1	1	404145	404672	NP_0804A	528	100	100	404145	404672	NP_RS02020
-1	1	404736	405530	aroE	795	100	100	404736	405530	NP_RS02025
-1	1	410271	410759	NP_0820A	489	100	100	410271	410759	NP_RS02060
-1	1	410853	411353	NP_0822A	501	100	100	410853	411353	NP_RS02065
-1	1	415971	417677	mrpD1	1707	100	100	415971	417677	NP_RS02085
-1	1	418050	418604	mrpB2	555	100	100	418050	418604	NP_RS02095
-1	1	419538	419822	mrpF	285	100	100	419538	419822	NP_RS02110
-1	1	426792	427232	NP_0856A	441	100	100	426792	427232	NP_RS02150
-1	1	437391	437843	NP_0876A	453	100	100	437391	437843	NP_RS02200
-1	1	438102	439139	radA	1038	100	100	438102	439139	NP_RS02210
-1	1	440031	442106	ligA	2076	100	100	440031	442106	ligA
-1	1	443376	443648	NP_0886A	273	100	100	443376	443648	NP_RS02230
-1	1	443688	444878	tp20	1191	100	100	443688	444878	NP_RS02235
-1	1	447025	447515	NP_0896A	482	98	100	447025	447506	NP_RS02255
-1	1	447639	449399	NP_0898A	1761	100	100	447639	449399	NP_RS02260
-1	1	449469	450446	rfcA	978	100	100	449469	450446	rfc
-1	1	451104	451886	NP_0906A	783	100	100	451104	451886	NP_RS02280
-1	1	455550	456218	NP_0914A	669	100	100	455550	456218	NP_RS02300
-1	1	457029	457496	ogt	468	100	100	457029	457496	NP_RS02310
-1	1	461133	461807	NP_0926A	675	100	100	461133	461807	NP_RS02330
-1	1	464016	464246	NP_0932A	231	100	100	464016	464246	NP_RS02340
-1	1	473682	474251	NP_0958A	570	100	100	473682	474251	NP_RS02405
-1	1	477741	478613	htpX1	873	100	100	477741	478613	NP_RS02420
-1	1	479226	480506	ahcY	1281	100	100	479226	480506	NP_RS02425
-1	1	480600	481418	NP_0970A	819	100	100	480600	481418	NP_RS02430
-1	1	481545	482840	mtaD	1296	100	100	481545	482840	NP_RS02435
-1	1	488526	488783	NP_0988A	231	90	100	488526	488756	NP_RS02475
-1	1	492906	493298	NP_1000A	393	100	100	492906	493298	NP_RS02505
-1	1	512709	513473	NP_1046A	765	100	100	512709	513473	NP_RS02615
-1	1	519789	520352	tbp	564	100	100	519789	520352	NP_RS02665
-1	1	526143	527351	ilvA	1209	100	100	526143	527351	NP_RS02700
-1	1	527589	528020	hsp20B	432	100	100	527589	528020	NP_RS02705
-1	1	528960	529868	abc25a	909	100	100	528960	529868	NP_RS02715
-1	1	529923	530186	NP_1084A	264	100	100	529923	530186	NP_RS02720
-1	1	532734	533423	cbiC	690	100	100	532734	533423	NP_RS02735
-1	1	540831	541130	NP_1102A	300	100	100	540831	541130	NP_RS02765
-1	1	542370	542741	NP_1106A	372	100	100	542370	542741	NP_RS02775
-1	1	544593	544817	NP_1112A	225	100	100	544593	544817	NP_RS02790
-1	1	548643	549341	cbiL	699	100	100	548643	549341	NP_RS02815
-1	1	551814	552068	NP_1130A	255	100	100	551814	552068	NP_RS02835
-1	1	553446	554219	NP_1136A	774	100	100	553446	554219	NP_RS02850
-1	1	554691	555059	NP_1138A	369	100	100	554691	555059	NP_RS02855
-1	1	555159	556283	pepB3	1125	100	100	555159	556283	NP_RS02860
-1	1	556308	557060	NP_1142A	753	100	100	556308	557060	NP_RS02865
-1	1	557511	559265	nirA2	1755	100	100	557511	559265	NP_RS02875
-1	1	561009	562496	NP_1154A	1488	100	100	561009	562496	NP_RS02895
-1	1	566445	567557	arsA1	1113	100	100	566445	567557	NP_RS02920
-1	1	567690	568334	NP_1166A	645	100	100	567690	568334	NP_RS02925
-1	1	570060	570635	entB2	576	100	100	570060	570635	NP_RS02935
-1	1	579426	580073	NP_1188A	648	100	100	579426	580073	NP_RS02980
-1	1	580185	580397	NP_1190A	213	100	100	580185	580397	NP_RS02985
-1	1	592749	593696	scpA	948	100	100	592749	593696	NP_RS03040
-1	1	597291	597593	NP_1218A	303	100	100	597291	597593	NP_RS03050
-1	1	614520	614900	NP_1248A	381	100	100	614520	614900	NP_RS03125
-1	1	616881	617597	apt2	717	100	100	616881	617597	NP_RS03140
-1	1	617688	618209	pyrE	522	100	100	617688	618209	NP_RS03145
-1	1	624849	625439	entB1	591	100	100	624849	625439	NP_RS03185
-1	1	631689	632450	NP_1292A	762	100	100	631689	632450	NP_RS03230
-1	1	632529	633317	NP_1294A	789	100	100	632529	633317	NP_RS03235
-1	1	633834	634310	NP_1298A	477	100	100	633834	634310	NP_RS03245
-1	1	636192	638360	rad3b	2169	100	100	636192	638360	NP_RS03265
-1	1	642294	643571	tiaS	1278	100	100	642294	643571	NP_RS03295
-1	1	644627	646187	hemAT2	1561	100	100	644627	646187	NP_RS14065
-1	1	667152	668309	coaBC	1158	100	100	667152	668309	NP_RS03430
-1	1	674679	675275	NP_1392A	597	100	100	674679	675275	NP_RS03475
-1	1	679803	680246	NP_1402A	444	100	100	679803	680246	NP_RS03500
-1	1	687642	688301	NP_1424A	660	100	100	687642	688301	NP_RS03555
-1	1	701022	701273	NP_1446A	252	100	100	701022	701273	NP_RS03620
-1	1	708609	709130	NP_1460A	522	100	100	708609	709130	NP_RS03655
-1	1	709341	710132	fadA5	792	100	100	709341	710132	NP_RS03660
-1	1	715302	715883	NP_1474A	582	100	100	715302	715883	NP_RS03690
-1	1	725907	726344	NP_1496A	438	100	100	725907	726344	NP_RS03745
-1	1	738909	741602	rad50	2694	100	100	738909	741602	NP_RS03795
-1	1	752415	753617	ahbC	1203	100	100	752415	753617	NP_RS03860
-1	1	756903	757091	NP_1560A	189	100	100	756903	757091	NP_RS03895
-1	1	762564	764039	NP_1578A	1476	100	100	762564	764039	NP_RS03940
-1	1	766572	767105	NP_1584A	534	100	100	766572	767105	NP_RS03955
-1	1	769785	770636	fbp	852	100	100	769785	770636	NP_RS03975
-1	1	770640	771434	fba1	795	100	100	770640	771434	NP_RS03980
-1	1	779544	782198	NP_1622A	2655	100	74	779544	783143	NP_RS04050
-1	1	784107	785363	NP_1630A	1257	100	100	784107	785363	NP_RS04070
-1	1	796824	797369	NP_1650A	546	100	100	796824	797369	NP_RS04120
-1	1	800019	801407	purB	1389	100	100	800019	801407	NP_RS04135
-1	1	806373	807671	NP_1670A	1299	100	100	806373	807671	NP_RS04160
-1	1	808242	808511	NP_1676A	270	100	100	808242	808511	NP_RS04170
-1	1	819615	819953	NP_1698A	339	100	100	819615	819953	NP_RS04225
-1	1	826791	827225	NP_1718A	435	100	100	826791	827225	NP_RS04270
-1	1	831192	831701	NP_1724A	510	100	100	831192	831701	NP_RS04285
-1	1	833079	833264	NP_1732A	186	100	100	833079	833264	NP_RS04305
-1	1	834162	834365	NP_1736A	204	100	100	834162	834365	NP_RS04315
-1	1	848727	849005	cad	279	100	100	848727	849005	NP_RS04395
-1	1	859287	859745	NP_1790A	0	0	0	-	-	
-1	1	859881	860543	rnhA1	663	100	100	859881	860543	NP_RS04450
-1	1	860619	865145	gltB	4527	100	100	860619	865145	NP_RS04455
-1	1	867393	871118	NP_1800A	3726	100	100	867393	871118	NP_RS04470
-1	1	889536	890432	NP_1840A	897	100	100	889536	890432	NP_RS04570
-1	1	903279	903896	NP_1862A	618	100	100	903279	903896	NP_RS04625
-1	1	917016	917549	NP_1888A	333	62	100	917103	917435	NP_RS14080
-1	1	917898	919142	NP_1890A	1245	100	100	917898	919142	NP_RS04700
-1	1	921921	922622	NP_1896A	702	100	100	921921	922622	NP_RS04720
-1	1	928284	929420	nos	1137	100	100	928284	929420	NP_RS04750
-1	1	930357	933419	NP_1912A	3063	100	100	930357	933419	NP_RS04760
-1	1	936333	937472	NP_1918A	1140	100	100	936333	937472	NP_RS04775
-1	1	945492	945851	NP_1936A	0	0	0	-	-	
-1	1	946857	947201	NP_1940A	345	100	93	946830	947201	NP_RS04815
-1	1	956544	957158	fxsA	615	100	100	956544	957158	NP_RS04860
-1	1	968817	969854	asd	1038	100	100	968817	969854	NP_RS04925
-1	1	970020	970214	rps17e	195	100	100	970020	970214	NP_RS04930
-1	1	990330	991007	ccmB	678	100	100	990330	991007	NP_RS05035
-1	1	1008471	1008968	NP_2072A	498	100	100	1008471	1008968	NP_RS05120
-1	1	1011768	1012043	NP_2084A	276	100	100	1011768	1012043	NP_RS05150
-1	1	1019694	1021193	NP_2108A	1500	100	100	1019694	1021193	NP_RS05210
-1	1	1035684	1036142	NP_2136A	459	100	100	1035684	1036142	NP_RS05275
-1	1	1049541	1050860	NP_2168A	1320	100	100	1049541	1050860	NP_RS05355
-1	1	1051677	1053956	cheA	2280	100	100	1051677	1053956	NP_RS05365
-1	1	1061358	1062005	tpiA1	648	100	100	1061358	1062005	NP_RS05390
-1	1	1064154	1065131	leuB	978	100	100	1064154	1065131	NP_RS05410
-1	1	1065768	1067192	leuC	1425	100	100	1065768	1067192	NP_RS05420
-1	1	1068432	1069064	ilvN	633	100	100	1068432	1069064	NP_RS05435
-1	1	1071120	1072331	NP_2206A	1200	99	100	1071120	1072319	NP_RS05445
-1	1	1078386	1079354	tfbA2	969	100	100	1078386	1079354	NP_RS05480
-1	1	1081797	1082267	mtfK1	471	100	100	1081797	1082267	NP_RS05495
-1	1	1084026	1085255	NP_2232A	1230	100	86	1084026	1085462	NP_RS05505
-1	1	1094274	1095602	NP_2252A	1329	100	100	1094274	1095602	NP_RS05555
-1	1	1096683	1097138	maoC3	456	100	100	1096683	1097138	NP_RS05565
-1	1	1097895	1099049	acaB6	1155	100	100	1097895	1099049	NP_RS05575
-1	1	1101846	1103621	NP_2268A	1776	100	100	1101846	1103621	NP_RS05595
-1	1	1105314	1105997	pyrH	684	100	100	1105314	1105997	NP_RS05605
-1	1	1147011	1147334	NP_2364A	324	100	100	1147011	1147334	NP_RS05835
-1	1	1152135	1152860	NP_2380A	726	100	94	1152135	1152908	NP_RS05875
-1	1	1161633	1162718	cofG	1086	100	100	1161633	1162718	NP_RS05920
-1	1	1169754	1170572	nadC	819	100	100	1169754	1170572	NP_RS05960
-1	1	1172064	1173200	nadA	1137	100	100	1172064	1173200	NP_RS05970
-1	1	1176159	1176485	NP_2424A	327	100	100	1176159	1176485	NP_RS05985
-1	1	1176537	1176944	NP_2426A	408	100	100	1176537	1176944	NP_RS05990
-1	1	1178025	1179281	icd	1257	100	100	1178025	1179281	NP_RS06000
-1	1	1185423	1186787	ctaB1	1365	100	100	1185423	1186787	NP_RS06040
-1	1	1203909	1204919	NP_2482A	1011	100	100	1203909	1204919	NP_RS06125
-1	1	1211214	1211468	NP_2498A	255	100	100	1211214	1211468	NP_RS06170
-1	1	1211469	1211750	samp3	282	100	100	1211469	1211750	NP_RS06175
-1	1	1212198	1212512	NP_2504A	306	97	100	1212198	1212503	NP_RS06185
-1	1	1212546	1214303	arcS	1758	100	100	1212546	1214303	NP_RS06190
-1	1	1220241	1221047	NP_2518A	807	100	100	1220241	1221047	NP_RS06220
-1	1	1221204	1222820	NP_2520A	1617	100	100	1221204	1222820	NP_RS06225
-1	1	1222872	1224560	secD	1689	100	100	1222872	1224560	NP_RS06230
-1	1	1227582	1228043	NP_2534A	462	100	100	1227582	1228043	NP_RS06250
-1	1	1235046	1235480	NP_2550A	435	100	100	1235046	1235480	NP_RS06285
-1	1	1235847	1235987	NP_2554A	141	100	73	1235847	1236038	NP_RS06295
-1	1	1236609	1236899	NP_2556A	291	100	100	1236609	1236899	NP_RS06300
-1	1	1236993	1237364	NP_2558A	351	94	100	1236993	1237343	NP_RS06305
-1	1	1238607	1239308	NP_2564A	702	100	100	1238607	1239308	NP_RS06320
-1	1	1239714	1240010	NP_2568A	297	100	100	1239714	1240010	NP_RS06325
-1	1	1240287	1240556	NP_2570A	270	100	100	1240287	1240556	NP_RS06335
-1	1	1243143	1243457	NP_2580A	315	100	100	1243143	1243457	NP_RS06360
-1	1	1248261	1249148	NP_2594A	888	100	100	1248261	1249148	NP_RS06390
-1	1	1251156	1252844	NP_2602A	1689	100	100	1251156	1252844	NP_RS06410
-1	1	1253013	1253819	NP_2604A	807	100	100	1253013	1253819	NP_RS06415
-1	1	1257000	1258865	htr30	1866	100	100	1257000	1258865	NP_RS06430
-1	1	1263258	1264421	acd1	1164	100	100	1263258	1264421	NP_RS06455
-1	1	1276782	1277003	NP_2644A	222	100	100	1276782	1277003	NP_RS06515
-1	1	1279167	1282748	NP_2654A	3582	100	100	1279167	1282748	NP_RS06540
-1	1	1298505	1299554	trxB1	1050	100	100	1298505	1299554	NP_RS06610
-1	1	1299798	1300397	NP_2682A	600	100	100	1299798	1300397	NP_RS06615
-1	1	1306224	1306703	NP_2700A	480	100	100	1306224	1306703	NP_RS06660
-1	1	1315074	1316096	NP_2716A	1023	100	100	1315074	1316096	NP_RS06705
-1	1	1316196	1316783	NP_2718A	588	100	100	1316196	1316783	NP_RS06710
-1	1	1326342	1327169	NP_2740A	828	100	100	1326342	1327169	NP_RS06765
-1	1	1331580	1332005	NP_2752A	426	100	100	1331580	1332005	NP_RS06795
-1	1	1336917	1337654	NP_2764A	738	100	100	1336917	1337654	NP_RS06825
-1	1	1338345	1338743	NP_2768A	399	100	100	1338345	1338743	NP_RS06835
-1	1	1338816	1340069	rbcL	1254	100	100	1338816	1340069	NP_RS06840
-1	1	1340160	1340315	NP_2772A	0	0	0	-	-	
-1	1	1340385	1341170	NP_2774A	786	100	100	1340385	1341170	NP_RS06845
-1	1	1345572	1346138	NP_2782A	567	100	100	1345572	1346138	NP_RS06865
-1	1	1349697	1350671	NP_2796A	975	100	100	1349697	1350671	NP_RS06900
-1	1	1356108	1356524	NP_2808A	417	100	100	1356108	1356524	NP_RS06930
-1	1	1372383	1373441	NP_2856A	1059	100	100	1372383	1373441	NP_RS07060
-1	1	1380615	1381313	NP_2870A	699	100	100	1380615	1381313	NP_RS07095
-1	1	1381485	1383143	elp3	1659	100	100	1381485	1383143	NP_RS07100
-1	1	1385346	1386614	hisD	1269	100	100	1385346	1386614	NP_RS07110
-1	1	1389864	1390223	NP_2890A	360	100	44	1389407	1390223	NP_RS14035
-1	1	1390263	1391903	htr28	1641	100	100	1390263	1391903	NP_RS07150
-1	1	1395909	1396517	NP_2906A	609	100	100	1395909	1396517	NP_RS07185
-1	1	1396605	1397726	NP_2908A	1122	100	100	1396605	1397726	NP_RS07190
-1	1	1405065	1405562	folA	498	100	100	1405065	1405562	NP_RS07225
-1	1	1409265	1409471	NP_2932A	207	100	100	1409265	1409471	NP_RS07250
-1	1	1409580	1411391	acd7	1812	100	100	1409580	1411391	NP_RS07255
-1	1	1418160	1418387	NP_2948A	228	100	100	1418160	1418387	NP_RS07285
-1	1	1419924	1420091	NP_2951G	0	0	0	-	-	
-1	1	1421790	1423832	hyuA1	2043	100	100	1421790	1423832	NP_RS07300
-1	1	1427802	1428314	cbaB	513	100	100	1427802	1428314	NP_RS07325
-1	1	1437657	1438550	NP_2984A	894	100	100	1437657	1438550	NP_RS07380
-1	1	1443402	1444292	leuA3	891	100	100	1443402	1444292	NP_RS07405
-1	1	1445538	1445810	NP_3000A	273	100	92	1445538	1445834	NP_RS07415
-1	1	1457643	1458863	NP_3028A	1221	100	100	1457643	1458863	NP_RS07485
-1	1	1473834	1474127	NP_3068A	294	100	100	1473834	1474127	NP_RS07580
-1	1	1474176	1474796	NP_3070A	621	100	100	1474176	1474796	NP_RS07585
-1	1	1478274	1479455	NP_3076A	1182	100	100	1478274	1479455	NP_RS07600
-1	1	1484130	1484864	NP_3086A	735	100	100	1484130	1484864	NP_RS07630
-1	1	1491504	1491956	NP_3104A	453	100	100	1491504	1491956	NP_RS07670
-1	1	1504944	1506752	htr23	1809	100	100	1504944	1506752	NP_RS07730
-1	1	1512687	1514339	htr24	1653	100	100	1512687	1514339	NP_RS07760
-1	1	1520325	1521194	NP_3148A	870	100	100	1520325	1521194	NP_RS07795
-1	1	1529229	1530482	trpB1	1254	100	100	1529229	1530482	NP_RS07835
-1	1	1532301	1533095	etfB	795	100	100	1532301	1533095	NP_RS07850
-1	1	1533279	1533794	NP_3172A	516	100	100	1533279	1533794	NP_RS07855
-1	1	1538541	1539428	tssA	888	100	100	1538541	1539428	NP_RS07895
-1	1	1539630	1540445	NP_3188A	816	100	91	1539630	1540523	NP_RS07900
-1	1	1543515	1544759	NP_3198A	1245	100	100	1543515	1544759	NP_RS07925
-1	1	1560117	1560812	assA	696	100	100	1560117	1560812	NP_RS08005
-1	1	1562790	1563854	NP_3238A	1065	100	100	1562790	1563854	NP_RS08020
-1	1	1564047	1564316	NP_3242A	270	100	100	1564047	1564316	NP_RS08030
-1	1	1564743	1565009	NP_3248A	267	100	100	1564743	1565009	NP_RS08045
-1	1	1566657	1567661	orc4	1005	100	100	1566657	1567661	NP_RS08060
-1	1	1580988	1581233	NP_3280A	246	100	100	1580988	1581233	NP_RS08120
-1	1	1595730	1595918	NP_3326A	189	100	100	1595730	1595918	NP_RS08230
-1	1	1596465	1598339	NP_3330A	1662	89	100	1596465	1598126	NP_RS08235
-1	1	1608612	1609631	NP_3354A	1020	100	100	1608612	1609631	NP_RS08290
-1	1	1617435	1618523	gshA	1089	100	100	1617435	1618523	NP_RS08340
-1	1	1624677	1625594	NP_3380A	918	100	100	1624677	1625594	NP_RS08360
-1	1	1625598	1625783	NP_3381D	0	0	0	-	-	
-1	1	1631823	1633127	NP_3392A	1305	100	100	1631823	1633127	NP_RS08385
-1	1	1633773	1634279	NP_3396A	420	83	100	1633773	1634192	NP_RS08395
-1	1	1644318	1645487	acaB3	1170	100	100	1644318	1645487	NP_RS08455
-1	1	1673307	1673666	NP_3468A	360	100	100	1673307	1673666	NP_RS08575
-1	1	1677441	1678274	NP_3478A	834	100	100	1677441	1678274	NP_RS08595
-1	1	1683993	1684940	sppA2	0	0	0	-	-	
-1	1	1685013	1685576	NP_3490A	564	100	100	1685013	1685576	NP_RS08625
-1	1	1687374	1688117	NP_3496A	744	100	100	1687374	1688117	NP_RS08640
-1	1	1697787	1698179	cdd	393	100	100	1697787	1698179	NP_RS08680
-1	1	1710453	1712162	tp43	1710	100	100	1710453	1712162	NP_RS08755
-1	1	1712172	1713437	NP_3544A	1266	100	100	1712172	1713437	NP_RS08760
-1	1	1718460	1718600	NP_3558A	0	0	0	-	-	
-1	1	1725765	1727012	NP_3570A	1233	99	100	1725765	1726997	NP_RS08820
-1	1	1738458	1738856	NP_3594A	399	100	100	1738458	1738856	NP_RS08875
-1	1	1749888	1750226	NP_3616A	315	93	94	1749912	1750247	NP_RS08935
-1	1	1758072	1758341	NP_3634A	270	100	100	1758072	1758341	NP_RS08980
-1	1	1762038	1762451	NP_3642A	414	100	100	1762038	1762451	NP_RS09000
-1	1	1767963	1768646	NP_3654A	684	100	100	1767963	1768646	NP_RS09030
-1	1	1771524	1772594	metE1	1071	100	100	1771524	1772594	NP_RS09065
-1	1	1773615	1774190	prmC	576	100	100	1773615	1774190	NP_RS09075
-1	1	1777842	1778108	tef1b	267	100	100	1777842	1778108	NP_RS09105
-1	1	1780680	1781009	ferB	330	100	100	1780680	1781009	NP_RS09115
-1	1	1783995	1785335	rnj	1341	100	100	1783995	1785335	NP_RS09130
-1	1	1792728	1792856	NP_3713F	129	100	100	1792728	1792856	NP_RS14170
-1	1	1793793	1794485	tpiA2	693	100	100	1793793	1794485	NP_RS09180
-1	1	1801371	1801832	NP_3730A	462	100	100	1801371	1801832	NP_RS09220
-1	1	1807542	1808024	moaC	483	100	100	1807542	1808024	NP_RS09260
-1	1	1812570	1812968	NP_3760A	399	100	100	1812570	1812968	NP_RS09295
-1	1	1817244	1818380	folP2	1137	100	100	1817244	1818380	NP_RS09320
-1	1	1827321	1827662	ferA5	342	100	100	1827321	1827662	NP_RS09375
-1	1	1827765	1828178	NP_3794A	414	100	100	1827765	1828178	NP_RS09380
-1	1	1834413	1835528	NP_3808A	1116	100	100	1834413	1835528	NP_RS09415
-1	1	1835577	1835810	gar1	234	100	100	1835577	1835810	NP_RS09420
-1	1	1841763	1841909	NP_3826A	0	0	0	-	-	
-1	1	1855419	1856387	NP_3854A	969	100	100	1855419	1856387	NP_RS09530
-1	1	1856607	1857662	NP_3856A	1056	100	100	1856607	1857662	NP_RS09535
-1	1	1858248	1858691	NP_3860A	444	100	100	1858248	1858691	NP_RS09545
-1	1	1862712	1862933	NP_3866A	222	100	100	1862712	1862933	NP_RS09555
-1	1	1865808	1868396	NP_3870A	2589	100	100	1865808	1868396	NP_RS09565
-1	1	1886094	1887134	NP_3884A	1041	100	100	1886094	1887134	NP_RS09600
-1	1	1895622	1896149	NP_3890A	528	100	100	1895622	1896149	NP_RS09615
-1	1	1906464	1907135	NP_3912A	672	100	100	1906464	1907135	NP_RS09670
-1	1	1917921	1918520	nosL3	600	100	100	1917921	1918520	NP_RS09725
-1	1	1918581	1919090	NP_3936A	510	100	100	1918581	1919090	NP_RS09730
-1	1	1920720	1921304	NP_3942A	585	100	100	1920720	1921304	NP_RS09745
-1	1	1922706	1923317	NP_3948A	612	100	100	1922706	1923317	NP_RS09760
-1	1	1958394	1958846	NP_4012A	453	100	100	1958394	1958846	NP_RS09920
-1	1	1959690	1960265	NP_4016A	576	100	100	1959690	1960265	NP_RS09930
-1	1	1962807	1965335	NP_4022A	2529	100	100	1962807	1965335	NP_RS09945
-1	1	1965405	1966547	aspC1	1143	100	100	1965405	1966547	NP_RS09950
-1	1	1970163	1970426	NP_4036A	264	100	100	1970163	1970426	NP_RS09980
-1	1	1979727	1980563	thiM	837	100	100	1979727	1980563	NP_RS10020
-1	1	1986033	1986566	NP_4068A	534	100	100	1986033	1986566	NP_RS10060
-1	1	1989411	1990682	NP_4078A	1272	100	100	1989411	1990682	NP_RS10085
-1	1	1992567	1992830	NP_4084A	264	100	100	1992567	1992830	NP_RS10100
-1	1	1993524	1994807	NP_4088A	1284	100	100	1993524	1994807	NP_RS10110
-1	1	1995042	1995371	rps10b	330	100	100	1995042	1995371	NP_RS10115
-1	1	1998111	1998806	NP_4100A	696	100	100	1998111	1998806	NP_RS10135
-1	1	1998879	1999703	NP_4102A	825	100	100	1998879	1999703	NP_RS10140
-1	1	1999707	2000378	NP_4104A	672	100	100	1999707	2000378	NP_RS10145
-1	1	2001528	2002070	trm56	543	100	100	2001528	2002070	NP_RS10160
-1	1	2003130	2003456	NP_4114A	327	100	100	2003130	2003456	NP_RS10170
-1	1	2004282	2004398	NP_4118A	0	0	0	-	-	
-1	1	2004450	2004788	trxA4	339	100	100	2004450	2004788	NP_RS10180
-1	1	2014557	2015318	arfA	762	100	100	2014557	2015318	NP_RS10240
-1	1	2017086	2018735	acs10	1650	100	100	2017086	2018735	NP_RS10260
-1	1	2019468	2020037	NP_4154A	570	100	100	2019468	2020037	NP_RS10270
-1	1	2020068	2020487	NP_4156A	420	100	100	2020068	2020487	NP_RS10275
-1	1	2022669	2024192	NP_4164A	1524	100	100	2022669	2024192	NP_RS10295
-1	1	2026560	2027171	NP_4170A	612	100	100	2026560	2027171	NP_RS10310
-1	1	2027916	2029871	acs11	1956	100	100	2027916	2029871	NP_RS10320
-1	1	2049435	2049560	NP_4219E	0	0	0	-	-	
-1	1	2057493	2058164	bioD	672	100	100	2057493	2058164	NP_RS10470
-1	1	2065359	2067041	acs2	1683	100	100	2065359	2067041	NP_RS10500
-1	1	2075394	2076173	NP_4258A	780	100	100	2075394	2076173	NP_RS10540
-1	1	2081298	2082161	sdhB	864	100	100	2081298	2082161	NP_RS10560
-1	1	2082531	2082923	sdhC	393	100	100	2082531	2082923	NP_RS10570
-1	1	2095659	2098097	tpa05	2439	100	100	2095659	2098097	NP_RS10630
-1	1	2102796	2103200	tif2b1	405	100	100	2102796	2103200	NP_RS10665
-1	1	2110065	2110997	NP_4332A	930	100	100	2110065	2110994	NP_RS10705
-1	1	2131503	2132858	glnA2	1356	100	100	2131503	2132858	NP_RS10815
-1	1	2136414	2136884	NP_4382A	471	100	100	2136414	2136884	NP_RS10830
-1	1	2136954	2138315	cpx	1362	100	100	2136954	2138315	NP_RS10835
-1	1	2142279	2142764	NP_4394A	486	100	100	2142279	2142764	NP_RS10860
-1	1	2148078	2148494	ribH	417	100	100	2148078	2148494	NP_RS10890
-1	1	2148555	2149508	NP_4414A	954	100	100	2148555	2149508	NP_RS10895
-1	1	2164434	2165072	rpl1	639	100	100	2164434	2165072	NP_RS10985
-1	1	2165259	2165750	rpl11	492	100	100	2165259	2165750	NP_RS10990
-1	1	2171313	2172302	NP_4466A	990	100	100	2171313	2172302	NP_RS11020
-1	1	2176029	2176277	NP_4478A	249	100	100	2176029	2176277	NP_RS11055
-1	1	2176386	2176664	rnp4	279	100	100	2176386	2176664	NP_RS11060
-1	1	2178321	2179379	NP_4488A	1059	100	100	2178321	2179379	NP_RS11080
